water_depth_m,u_mid_m,Kz_N_per_m,Kz_kN_per_m
163.7,-13.5,80256.01975114516,80.25601975114516
163.7,-12.5,80575.18872223355,80.57518872223355
163.7,-11.5,80878.80299287353,80.87880299287353
163.7,-10.5,81166.96667125403,81.16696667125403
163.7,-9.5,81439.80476912984,81.43980476912984
163.7,-8.5,81697.46250513676,81.69746250513676
163.7,-7.5,81940.10452543279,81.94010452543279
163.7,-6.5,82167.91405042593,82.16791405042592
163.7,-5.5,82381.09195427767,82.38109195427766
163.7,-4.5,82579.85578716565,82.57985578716566
163.7,-3.5,82764.43874782212,82.76443874782211
163.7,-2.5,82935.08861551012,82.93508861551013
163.7,-1.5,83092.06665001142,83.09206665001142
163.7,-0.5,83235.6464691748,83.2356464691748
163.7,0.5,83366.11291096156,83.36611291096156
163.7,1.5,83483.76088951927,83.48376088951927
163.7,2.5,83588.89425223602,83.58889425223602
163.7,3.5,83681.8246457524,83.6818246457524
163.7,4.5,83762.87039682019,83.76287039682019
163.7,5.5,83832.35541610257,83.83235541610257
163.7,6.5,83890.60812814216,83.89060812814216
163.7,7.5,83937.9604347237,83.9379604347237
163.7,8.5,83974.74671590175,83.97474671590176
163.7,9.5,84001.30287067889,84.00130287067888
163.8,-24.5,75673.76205975634,75.67376205975634
163.8,-23.5,76164.18564816515,76.16418564816514
163.8,-22.5,76639.4128577381,76.63941285773811
163.8,-21.5,77099.30100884965,77.09930100884965
163.8,-20.5,77543.72909952587,77.54372909952586
163.8,-19.5,77972.59829103792,77.97259829103793
163.8,-18.5,78385.83228063176,78.38583228063176
163.8,-17.5,78783.37756138259,78.78337756138258
163.8,-16.5,79165.20356845234,79.16520356845234
163.8,-15.5,79531.30271104451,79.53130271104452
163.8,-14.5,79881.69028968627,79.88169028968628
163.8,-13.5,80216.4043021787,80.21640430217869
163.8,-12.5,80535.50513906014,80.53550513906015
163.8,-11.5,80839.07517409042,80.83907517409042
163.8,-10.5,81127.21825307353,81.12721825307354
163.8,-9.5,81400.05908746751,81.40005908746751
163.8,-8.5,81657.74255906165,81.65774255906165
163.8,-7.5,81900.43294213149,81.90043294213149
163.8,-6.5,82128.31305181867,82.12831305181867
163.8,-5.5,82341.58332541022,82.34158332541021
163.8,-4.5,82540.46084648324,82.54046084648324
163.8,-3.5,82725.17831941684,82.72517831941684
163.8,-2.5,82895.98300341643,82.89598300341643
163.8,-1.5,83053.13561460805,83.05313561460805
163.8,-0.5,83196.90920573438,83.19690920573439
163.8,0.5,83327.58803037438,83.32758803037437
163.8,1.5,83445.46640120201,83.44546640120201
163.8,2.5,83550.84754922175,83.55084754922176
163.8,3.5,83644.04249194355,83.64404249194355
163.8,4.5,83725.36891637534,83.72536891637534
163.8,5.5,83795.15008491246,83.79515008491245
163.8,6.5,83853.71376734464,83.85371376734464
163.8,7.5,83901.39120619377,83.90139120619378
163.8,8.5,83938.51611964314,83.93851611964314
163.8,9.5,83965.42374404361,83.9654237440436
163.9,-24.5,75636.50784286844,75.63650784286844
163.9,-23.5,76126.59475314456,76.12659475314456
163.9,-22.5,76601.50936292787,76.60150936292787
163.9,-21.5,77061.10918323255,77.06110918323255
163.9,-20.5,77505.27336258629,77.5052733625863
163.9,-19.5,77933.90317178173,77.93390317178172
163.9,-18.5,78346.92237597494,78.34692237597494
163.9,-17.5,78744.27749411926,78.74427749411926
163.9,-16.5,79125.9379450153,79.12593794501531
163.9,-15.5,79491.89607927077,79.49189607927076
163.9,-14.5,79842.16709680216,79.84216709680217
163.9,-13.5,80176.78885321225,80.17678885321224
163.9,-12.5,80495.82155588675,80.49582155588675
163.9,-11.5,80799.34735530731,80.79934735530732
163.9,-10.5,81087.46983489305,81.08746983489306
163.9,-9.5,81360.31340580518,81.36031340580519
163.9,-8.5,81618.02261298655,81.61802261298655
163.9,-7.5,81860.7613588302,81.8607613588302
163.9,-6.5,82088.71205321142,82.08871205321142
163.9,-5.5,82302.07469654277,82.30207469654277
163.9,-4.5,82501.06590580083,82.50106590580083
163.9,-3.5,82685.91789101157,82.68591789101157
163.9,-2.5,82856.87739132276,82.85687739132277
163.9,-1.5,83014.20457920468,83.01420457920469
163.9,-0.5,83158.17194229396,83.15817194229396
163.9,0.5,83289.0631497872,83.2890631497872
163.9,1.5,83407.17191288476,83.40717191288476
163.9,2.5,83512.80084620751,83.51280084620751
163.9,3.5,83606.26033813473,83.60626033813473
163.9,4.5,83687.86743593053,83.68786743593053
163.9,5.5,83757.94475372236,83.75794475372236
163.9,6.5,83816.81940654712,83.81681940654711
163.9,7.5,83864.82197766384,83.86482197766384
163.9,8.5,83902.28552338455,83.90228552338455
163.9,9.5,83929.54461740833,83.92954461740834
164.0,-24.5,75599.25362598052,75.59925362598052
164.0,-23.5,76089.00385812396,76.08900385812396
164.0,-22.5,76563.60586811762,76.56360586811762
164.0,-21.5,77022.91735761543,77.02291735761543
164.0,-20.5,77466.81762564671,77.46681762564671
164.0,-19.5,77895.20805252554,77.89520805252555
164.0,-18.5,78308.01247131813,78.30801247131812
164.0,-17.5,78705.17742685592,78.70517742685593
164.0,-16.5,79086.67232157827,79.08667232157826
164.0,-15.5,79452.489447497,79.452489447497
164.0,-14.5,79802.64390391806,79.80264390391805
164.0,-13.5,80137.1734042458,80.1371734042458
164.0,-12.5,80456.13797271336,80.45613797271336
164.0,-11.5,80759.61953652422,80.75961953652421
164.0,-10.5,81047.72141671256,81.04772141671256
164.0,-9.5,81320.56772414285,81.32056772414285
164.0,-8.5,81578.30266691145,81.57830266691145
164.0,-7.5,81821.08977552892,81.82108977552892
164.0,-6.5,82049.11105460417,82.04911105460417
164.0,-5.5,82262.56606767533,82.26256606767534
164.0,-4.5,82461.67096511844,82.46167096511843
164.0,-3.5,82646.65746260631,82.64665746260631
164.0,-2.5,82817.7717792291,82.81777177922909
164.0,-1.5,82975.27354380132,82.97527354380132
164.0,-0.5,83119.43467885356,83.11943467885357
164.0,0.5,83250.53826920003,83.25053826920002
164.0,1.5,83368.87742456752,83.36887742456751
164.0,2.5,83474.75414319326,83.47475414319327
164.0,3.5,83568.4781843259,83.5684781843259
164.0,4.5,83650.3659554857,83.6503659554857
164.0,5.5,83720.73942253225,83.72073942253225
164.0,6.5,83779.92504574961,83.77992504574961
164.0,7.5,83828.25274913391,83.82825274913391
164.0,8.5,83866.05492712595,83.86605492712596
164.0,9.5,83893.66549077306,83.89366549077306
164.1,-24.5,75561.99940909262,75.56199940909262
164.1,-23.5,76051.41296310339,76.05141296310339
164.1,-22.5,76525.70237330737,76.52570237330737
164.1,-21.5,76984.72553199832,76.98472553199832
164.1,-20.5,77428.36188870714,77.42836188870713
164.1,-19.5,77856.51293326935,77.85651293326934
164.1,-18.5,78269.10256666131,78.26910256666132
164.1,-17.5,78666.0773595926,78.6660773595926
164.1,-16.5,79047.40669814123,79.04740669814123
164.1,-15.5,79413.08281572326,79.41308281572326
164.1,-14.5,79763.12071103395,79.76312071103395
164.1,-13.5,80097.55795527934,80.09755795527934
164.1,-12.5,80416.45438953998,80.41645438953998
164.1,-11.5,80719.89171774112,80.71989171774112
164.1,-10.5,81007.97299853209,81.00797299853208
164.1,-9.5,81280.82204248053,81.28082204248054
164.1,-8.5,81538.58272083635,81.53858272083635
164.1,-7.5,81781.41819222763,81.78141819222763
164.1,-6.5,82009.51005599693,82.00951005599693
164.1,-5.5,82223.05743880788,82.22305743880788
164.1,-4.5,82422.27602443603,82.42227602443603
164.1,-3.5,82607.39703420103,82.60739703420103
164.1,-2.5,82778.66616713542,82.77866616713543
164.1,-1.5,82936.34250839795,82.93634250839796
164.1,-0.5,83080.69741541316,83.08069741541316
164.1,0.5,83212.01338861285,83.21201338861285
164.1,1.5,83330.58293625027,83.33058293625027
164.1,2.5,83436.70744017903,83.43670744017903
164.1,3.5,83530.69603051707,83.53069603051706
164.1,4.5,83612.86447504087,83.61286447504087
164.1,5.5,83683.53409134215,83.68353409134215
164.1,6.5,83743.0306849521,83.7430306849521
164.1,7.5,83791.683520604,83.791683520604
164.1,8.5,83829.82433086736,83.82982433086735
164.1,9.5,83857.78636413779,83.8577863641378
164.2,-24.5,75524.74519220472,75.52474519220472
164.2,-23.5,76013.8220680828,76.01382206808279
164.2,-22.5,76487.79887849712,76.48779887849713
164.2,-21.5,76946.53370638122,76.94653370638122
164.2,-20.5,77389.90615176756,77.38990615176756
164.2,-19.5,77817.81781401315,77.81781781401315
164.2,-18.5,78230.1926620045,78.2301926620045
164.2,-17.5,78626.97729232928,78.62697729232927
164.2,-16.5,79008.1410747042,79.0081410747042
164.2,-15.5,79373.67618394952,79.37367618394951
164.2,-14.5,79723.59751814984,79.72359751814983
164.2,-13.5,80057.94250631289,80.05794250631288
164.2,-12.5,80376.77080636659,80.3767708063666
164.2,-11.5,80680.16389895801,80.68016389895801
164.2,-10.5,80968.2245803516,80.9682245803516
164.2,-9.5,81241.0763608182,81.2410763608182
164.2,-8.5,81498.86277476125,81.49886277476125
164.2,-7.5,81741.74660892635,81.74174660892635
164.2,-6.5,81969.90905738968,81.96990905738969
164.2,-5.5,82183.54880994045,82.18354880994045
164.2,-4.5,82382.88108375363,82.38288108375363
164.2,-3.5,82568.13660579576,82.56813660579576
164.2,-2.5,82739.56055504175,82.73956055504175
164.2,-1.5,82897.41147299459,82.89741147299459
164.2,-0.5,83041.96015197274,83.04196015197275
164.2,0.5,83173.48850802566,83.17348850802567
164.2,1.5,83292.28844793302,83.29228844793302
164.2,2.5,83398.66073716478,83.39866073716479
164.2,3.5,83492.91387670823,83.49291387670823
164.2,4.5,83575.36299459604,83.57536299459605
164.2,5.5,83646.32876015204,83.64632876015204
164.2,6.5,83706.13632415458,83.70613632415457
164.2,7.5,83755.11429207407,83.75511429207407
164.2,8.5,83793.59373460876,83.79359373460876
164.2,9.5,83821.90723750251,83.82190723750251
164.3,-24.5,75487.4909753168,75.4874909753168
164.3,-23.5,75976.2311730622,75.9762311730622
164.3,-22.5,76449.89538368686,76.44989538368687
164.3,-21.5,76908.3418807641,76.9083418807641
164.3,-20.5,77351.45041482797,77.35145041482797
164.3,-19.5,77779.12269475695,77.77912269475695
164.3,-18.5,78191.28275734767,78.19128275734766
164.3,-17.5,78587.87722506594,78.58787722506594
164.3,-16.5,78968.87545126716,78.96887545126715
164.3,-15.5,79334.26955217574,79.33426955217574
164.3,-14.5,79684.07432526571,79.68407432526571
164.3,-13.5,80018.32705734643,80.01832705734643
164.3,-12.5,80337.08722319319,80.33708722319318
164.3,-11.5,80640.4360801749,80.6404360801749
164.3,-10.5,80928.47616217111,80.92847616217111
164.3,-9.5,81201.33067915586,81.20133067915586
164.3,-8.5,81459.14282868615,81.45914282868615
164.3,-7.5,81702.07502562505,81.70207502562505
164.3,-6.5,81930.30805878242,81.93030805878242
164.3,-5.5,82144.040181073,82.144040181073
164.3,-4.5,82343.4861430712,82.3434861430712
164.3,-3.5,82528.87617739048,82.52887617739049
164.3,-2.5,82700.45494294807,82.70045494294807
164.3,-1.5,82858.4804375912,82.85848043759121
164.3,-0.5,83003.22288853233,83.00322288853232
164.3,0.5,83134.96362743848,83.13496362743848
164.3,1.5,83253.99395961576,83.25399395961577
164.3,2.5,83360.61403415052,83.36061403415053
164.3,3.5,83455.1317228994,83.4551317228994
164.3,4.5,83537.8615141512,83.5378615141512
164.3,5.5,83609.12342896193,83.60912342896194
164.3,6.5,83669.24196335705,83.66924196335705
164.3,7.5,83718.54506354412,83.71854506354413
164.3,8.5,83757.36313835015,83.75736313835014
164.3,9.5,83786.02811086724,83.78602811086724
164.4,-24.5,75450.23675842889,75.45023675842889
164.4,-23.5,75938.64027804162,75.93864027804162
164.4,-22.5,76411.99188887661,76.41199188887661
164.4,-21.5,76870.150055147,76.870150055147
164.4,-20.5,77312.99467788839,77.31299467788838
164.4,-19.5,77740.42757550075,77.74042757550076
164.4,-18.5,78152.37285269085,78.15237285269085
164.4,-17.5,78548.7771578026,78.5487771578026
164.4,-16.5,78929.60982783012,78.92960982783012
164.4,-15.5,79294.862920402,79.294862920402
164.4,-14.5,79644.5511323816,79.64455113238161
164.4,-13.5,79978.71160837996,79.97871160837997
164.4,-12.5,80297.40364001981,80.29740364001981
164.4,-11.5,80600.7082613918,80.6007082613918
164.4,-10.5,80888.72774399062,80.88872774399061
164.4,-9.5,81161.58499749354,81.16158499749353
164.4,-8.5,81419.42288261105,81.41942288261104
164.4,-7.5,81662.40344232376,81.66240344232376
164.4,-6.5,81890.70706017518,81.89070706017517
164.4,-5.5,82104.53155220555,82.10453155220554
164.4,-4.5,82304.09120238881,82.3040912023888
164.4,-3.5,82489.61574898522,82.48961574898522
164.4,-2.5,82661.3493308544,82.66134933085439
164.4,-1.5,82819.54940218784,82.81954940218785
164.4,-0.5,82964.48562509193,82.96448562509192
164.4,0.5,83096.4387468513,83.0964387468513
164.4,1.5,83215.69947129852,83.21569947129852
164.4,2.5,83322.56733113628,83.32256733113628
164.4,3.5,83417.34956909057,83.41734956909058
164.4,4.5,83500.36003370637,83.50036003370637
164.4,5.5,83571.91809777184,83.57191809777183
164.4,6.5,83632.34760255954,83.63234760255955
164.4,7.5,83681.97583501421,83.68197583501421
164.4,8.5,83721.13254209155,83.72113254209155
164.4,9.5,83750.14898423196,83.75014898423196
164.5,-24.5,75412.98254154099,75.41298254154098
164.5,-23.5,75901.04938302103,75.90104938302103
164.5,-22.5,76374.08839406636,76.37408839406636
164.5,-21.5,76831.95822952988,76.83195822952987
164.5,-20.5,77274.53894094881,77.27453894094882
164.5,-19.5,77701.73245624457,77.70173245624457
164.5,-18.5,78113.46294803404,78.11346294803404
164.5,-17.5,78509.67709053928,78.50967709053927
164.5,-16.5,78890.34420439308,78.89034420439309
164.5,-15.5,79255.45628862825,79.25545628862825
164.5,-14.5,79605.02793949751,79.6050279394975
164.5,-13.5,79939.09615941352,79.93909615941351
164.5,-12.5,80257.72005684642,80.25772005684642
164.5,-11.5,80560.98044260869,80.5609804426087
164.5,-10.5,80848.97932581014,80.84897932581015
164.5,-9.5,81121.83931583121,81.12183931583121
164.5,-8.5,81379.70293653595,81.37970293653595
164.5,-7.5,81622.73185902247,81.62273185902248
164.5,-6.5,81851.10606156793,81.85110606156793
164.5,-5.5,82065.02292333811,82.0650229233381
164.5,-4.5,82264.69626170641,82.26469626170642
164.5,-3.5,82450.35532057995,82.45035532057996
164.5,-2.5,82622.24371876074,82.62224371876074
164.5,-1.5,82780.61836678447,82.78061836678448
164.5,-0.5,82925.74836165152,82.92574836165153
164.5,0.5,83057.91386626413,83.05791386626413
164.5,1.5,83177.40498298126,83.17740498298126
164.5,2.5,83284.52062812203,83.28452062812202
164.5,3.5,83379.56741528174,83.37956741528174
164.5,4.5,83462.85855326154,83.46285855326154
164.5,5.5,83534.71276658172,83.53471276658172
164.5,6.5,83595.45324176204,83.59545324176203
164.5,7.5,83645.40660648428,83.64540660648427
164.5,8.5,83684.90194583296,83.68490194583296
164.5,9.5,83714.2698575967,83.71426985759669
164.6,-24.5,75375.72832465309,75.37572832465308
164.6,-23.5,75863.45848800044,75.86345848800045
164.6,-22.5,76336.18489925611,76.33618489925611
164.6,-21.5,76793.76640391277,76.79376640391277
164.6,-20.5,77236.08320400924,77.23608320400923
164.6,-19.5,77663.03733698837,77.66303733698838
164.6,-18.5,78074.55304337722,78.07455304337722
164.6,-17.5,78470.57702327594,78.47057702327594
164.6,-16.5,78851.07858095605,78.85107858095604
164.6,-15.5,79216.04965685449,79.2160496568545
164.6,-14.5,79565.5047466134,79.5655047466134
164.6,-13.5,79899.48071044707,79.89948071044707
164.6,-12.5,80218.03647367303,80.21803647367302
164.6,-11.5,80521.2526238256,80.52125262382559
164.6,-10.5,80809.23090762965,80.80923090762965
164.6,-9.5,81082.09363416888,81.08209363416888
164.6,-8.5,81339.98299046085,81.33998299046085
164.6,-7.5,81583.06027572117,81.58306027572118
164.6,-6.5,81811.50506296068,81.81150506296069
164.6,-5.5,82025.51429447066,82.02551429447065
164.6,-4.5,82225.301321024,82.225301321024
164.6,-3.5,82411.09489217467,82.41109489217467
164.6,-2.5,82583.13810666707,82.58313810666708
164.6,-1.5,82741.68733138111,82.74168733138112
164.6,-0.5,82887.01109821111,82.8870110982111
164.6,0.5,83019.38898567695,83.01938898567695
164.6,1.5,83139.11049466401,83.13911049466401
164.6,2.5,83246.4739251078,83.2464739251078
164.6,3.5,83341.78526147292,83.34178526147292
164.6,4.5,83425.35707281671,83.42535707281671
164.6,5.5,83497.50743539163,83.49750743539163
164.6,6.5,83558.55888096453,83.55855888096453
164.6,7.5,83608.83737795435,83.60883737795434
164.6,8.5,83648.67134957436,83.64867134957436
164.6,9.5,83678.39073096142,83.67839073096141
164.7,-24.5,75338.47410776517,75.33847410776517
164.7,-23.5,75825.86759297986,75.82586759297986
164.7,-22.5,76298.28140444588,76.29828140444587
164.7,-21.5,76755.57457829567,76.75557457829566
164.7,-20.5,77197.62746706966,77.19762746706967
164.7,-19.5,77624.34221773219,77.62434221773219
164.7,-18.5,78035.64313872039,78.03564313872039
164.7,-17.5,78431.47695601262,78.43147695601262
164.7,-16.5,78811.81295751901,78.81181295751901
164.7,-15.5,79176.64302508075,79.17664302508075
164.7,-14.5,79525.98155372929,79.5259815537293
164.7,-13.5,79859.8652614806,79.8598652614806
164.7,-12.5,80178.35289049963,80.17835289049964
164.7,-11.5,80481.5248050425,80.4815248050425
164.7,-10.5,80769.48248944918,80.76948248944917
164.7,-9.5,81042.34795250655,81.04234795250655
164.7,-8.5,81300.26304438575,81.30026304438574
164.7,-7.5,81543.38869241989,81.54338869241988
164.7,-6.5,81771.90406435344,81.77190406435344
164.7,-5.5,81986.00566560322,81.98600566560323
164.7,-4.5,82185.9063803416,82.1859063803416
164.7,-3.5,82371.83446376941,82.3718344637694
164.7,-2.5,82544.0324945734,82.5440324945734
164.7,-1.5,82702.75629597774,82.70275629597774
164.7,-0.5,82848.2738347707,82.84827383477071
164.7,0.5,82980.86410508977,82.98086410508976
164.7,1.5,83100.81600634677,83.10081600634676
164.7,2.5,83208.42722209355,83.20842722209355
164.7,3.5,83304.00310766409,83.30400310766409
164.7,4.5,83387.8555923719,83.38785559237189
164.7,5.5,83460.30210420152,83.46030210420152
164.7,6.5,83521.664520167,83.52166452016701
164.7,7.5,83572.26814942443,83.57226814942443
164.7,8.5,83612.44075331576,83.61244075331577
164.7,9.5,83642.51160432614,83.64251160432613
164.8,-24.5,75301.21989087726,75.30121989087725
164.8,-23.5,75788.27669795927,75.78827669795928
164.8,-22.5,76260.37790963562,76.26037790963562
164.8,-21.5,76717.38275267855,76.71738275267855
164.8,-20.5,77159.17173013007,77.15917173013007
164.8,-19.5,77585.64709847598,77.58564709847597
164.8,-18.5,77996.73323406358,77.99673323406358
164.8,-17.5,78392.37688874928,78.39237688874928
164.8,-16.5,78772.54733408197,78.77254733408198
164.8,-15.5,79137.23639330699,79.13723639330699
164.8,-14.5,79486.45836084516,79.48645836084516
164.8,-13.5,79820.24981251414,79.82024981251415
164.8,-12.5,80138.66930732624,80.13866930732624
164.8,-11.5,80441.79698625939,80.44179698625939
164.8,-10.5,80729.73407126867,80.72973407126867
164.8,-9.5,81002.60227084422,81.00260227084422
164.8,-8.5,81260.54309831063,81.26054309831063
164.8,-7.5,81503.71710911859,81.50371710911858
164.8,-6.5,81732.30306574618,81.73230306574618
164.8,-5.5,81946.49703673576,81.94649703673576
164.8,-4.5,82146.51143965918,82.14651143965918
164.8,-3.5,82332.57403536413,82.33257403536413
164.8,-2.5,82504.92688247972,82.50492688247972
164.8,-1.5,82663.82526057436,82.66382526057436
164.8,-0.5,82809.53657133029,82.80953657133028
164.8,0.5,82942.33922450259,82.94233922450259
164.8,1.5,83062.5215180295,83.0625215180295
164.8,2.5,83170.38051907929,83.17038051907929
164.8,3.5,83266.22095385524,83.26622095385524
164.8,4.5,83350.35411192705,83.35035411192705
164.8,5.5,83423.0967730114,83.42309677301141
164.8,6.5,83484.77015936948,83.48477015936948
164.8,7.5,83535.69892089449,83.53569892089449
164.8,8.5,83576.21015705717,83.57621015705716
164.8,9.5,83606.63247769086,83.60663247769085
164.9,-24.5,75263.96567398935,75.26396567398936
164.9,-23.5,75750.68580293868,75.75068580293868
164.9,-22.5,76222.47441482537,76.22247441482537
164.9,-21.5,76679.19092706144,76.67919092706144
164.9,-20.5,77120.71599319049,77.12071599319049
164.9,-19.5,77546.9519792198,77.5469519792198
164.9,-18.5,77957.82332940676,77.95782332940676
164.9,-17.5,78353.27682148594,78.35327682148593
164.9,-16.5,78733.28171064494,78.73328171064493
164.9,-15.5,79097.82976153324,79.09782976153325
164.9,-14.5,79446.93516796106,79.44693516796106
164.9,-13.5,79780.6343635477,79.78063436354769
164.9,-12.5,80098.98572415285,80.09898572415285
164.9,-11.5,80402.06916747628,80.40206916747628
164.9,-10.5,80689.9856530882,80.6899856530882
164.9,-9.5,80962.85658918189,80.96285658918188
164.9,-8.5,81220.82315223553,81.22082315223554
164.9,-7.5,81464.0455258173,81.4640455258173
164.9,-6.5,81692.70206713893,81.69270206713894
164.9,-5.5,81906.98840786832,81.90698840786833
164.9,-4.5,82107.11649897679,82.10711649897678
164.9,-3.5,82293.31360695887,82.29331360695886
164.9,-2.5,82465.82127038605,82.46582127038604
164.9,-1.5,82624.894225171,82.62489422517099
164.9,-0.5,82770.79930788989,82.77079930788989
164.9,0.5,82903.81434391541,82.90381434391541
164.9,1.5,83024.22702971226,83.02422702971226
164.9,2.5,83132.33381606505,83.13233381606504
164.9,3.5,83228.43880004641,83.2284388000464
164.9,4.5,83312.85263148222,83.31285263148223
164.9,5.5,83385.8914418213,83.3858914418213
164.9,6.5,83447.87579857197,83.44787579857197
164.9,7.5,83499.12969236456,83.49912969236456
164.9,8.5,83539.97956079857,83.53997956079857
164.9,9.5,83570.75335105558,83.57075335105559
165.0,-24.5,75226.71145710144,75.22671145710144
165.0,-23.5,75713.0949079181,75.7130949079181
165.0,-22.5,76184.57092001512,76.18457092001512
165.0,-21.5,76640.99910144434,76.64099910144434
165.0,-20.5,77082.26025625091,77.08226025625092
165.0,-19.5,77508.2568599636,77.5082568599636
165.0,-18.5,77918.91342474995,77.91891342474995
165.0,-17.5,78314.17675422262,78.31417675422261
165.0,-16.5,78694.0160872079,78.6940160872079
165.0,-15.5,79058.42312975948,79.05842312975948
165.0,-14.5,79407.41197507695,79.40741197507694
165.0,-13.5,79741.01891458123,79.74101891458123
165.0,-12.5,80059.30214097946,80.05930214097945
165.0,-11.5,80362.34134869318,80.36234134869318
165.0,-10.5,80650.2372349077,80.6502372349077
165.0,-9.5,80923.11090751956,80.92311090751956
165.0,-8.5,81181.10320616043,81.18110320616043
165.0,-7.5,81424.37394251602,81.42437394251601
165.0,-6.5,81653.10106853169,81.65310106853168
165.0,-5.5,81867.47977900087,81.86747977900087
165.0,-4.5,82067.72155829438,82.06772155829438
165.0,-3.5,82254.05317855359,82.25405317855359
165.0,-2.5,82426.71565829238,82.42671565829238
165.0,-1.5,82585.96318976763,82.58596318976763
165.0,-0.5,82732.06204444947,82.73206204444946
165.0,0.5,82865.28946332824,82.86528946332824
165.0,1.5,82985.93254139501,82.98593254139502
165.0,2.5,83094.28711305081,83.09428711305081
165.0,3.5,83190.65664623759,83.1906566462376
165.0,4.5,83275.3511510374,83.2753511510374
165.0,5.5,83348.6861106312,83.34868611063119
165.0,6.5,83410.98143777446,83.41098143777447
165.0,7.5,83462.56046383464,83.46256046383463
165.0,8.5,83503.74896453998,83.50374896453998
165.0,9.5,83534.87422442032,83.53487422442032
165.1,-24.5,75189.45724021354,75.18945724021354
165.1,-23.5,75675.50401289751,75.6755040128975
165.1,-22.5,76146.66742520487,76.14666742520487
165.1,-21.5,76602.80727582722,76.60280727582722
165.1,-20.5,77043.80451931134,77.04380451931134
165.1,-19.5,77469.5617407074,77.4695617407074
165.1,-18.5,77880.00352009313,77.88000352009313
165.1,-17.5,78275.07668695929,78.2750766869593
165.1,-16.5,78654.75046377086,78.65475046377087
165.1,-15.5,79019.01649798574,79.01901649798573
165.1,-14.5,79367.88878219284,79.36788878219284
165.1,-13.5,79701.40346561479,79.70140346561479
165.1,-12.5,80019.61855780607,80.01961855780607
165.1,-11.5,80322.61352991007,80.32261352991007
165.1,-10.5,80610.48881672723,80.61048881672723
165.1,-9.5,80883.36522585724,80.88336522585725
165.1,-8.5,81141.38326008533,81.14138326008533
165.1,-7.5,81384.70235921473,81.38470235921473
165.1,-6.5,81613.50006992444,81.61350006992444
165.1,-5.5,81827.97115013344,81.82797115013344
165.1,-4.5,82028.32661761198,82.02832661761198
165.1,-3.5,82214.79275014832,82.21479275014832
165.1,-2.5,82387.61004619871,82.3876100461987
165.1,-1.5,82547.03215436426,82.54703215436426
165.1,-0.5,82693.32478100907,82.69332478100907
165.1,0.5,82826.76458274106,82.82676458274106
165.1,1.5,82947.63805307777,82.94763805307777
165.1,2.5,83056.24041003657,83.05624041003657
165.1,3.5,83152.87449242876,83.15287449242877
165.1,4.5,83237.84967059256,83.23784967059257
165.1,5.5,83311.48077944109,83.31148077944108
165.1,6.5,83374.08707697694,83.37408707697693
165.1,7.5,83425.99123530471,83.4259912353047
165.1,8.5,83467.51836828138,83.46751836828138
165.1,9.5,83498.99509778504,83.49899509778504
165.2,-24.5,75152.20302332564,75.15220302332564
165.2,-23.5,75637.91311787692,75.63791311787692
165.2,-22.5,76108.76393039462,76.10876393039462
165.2,-21.5,76564.61545021011,76.56461545021011
165.2,-20.5,77005.34878237176,77.00534878237175
165.2,-19.5,77430.86662145122,77.43086662145122
165.2,-18.5,77841.0936154363,77.84109361543631
165.2,-17.5,78235.97661969595,78.23597661969595
165.2,-16.5,78615.48484033384,78.61548484033383
165.2,-15.5,78979.60986621199,78.97960986621199
165.2,-14.5,79328.36558930873,79.32836558930873
165.2,-13.5,79661.78801664832,79.66178801664832
165.2,-12.5,79979.93497463268,79.97993497463268
165.2,-11.5,80282.88571112698,80.28288571112698
165.2,-10.5,80570.74039854674,80.57074039854673
165.2,-9.5,80843.61954419491,80.84361954419491
165.2,-8.5,81101.66331401023,81.10166331401024
165.2,-7.5,81345.03077591344,81.34503077591344
165.2,-6.5,81573.8990713172,81.5738990713172
165.2,-5.5,81788.46252126599,81.78846252126598
165.2,-4.5,81988.93167692957,81.98893167692957
165.2,-3.5,82175.53232174306,82.17553232174306
165.2,-2.5,82348.50443410504,82.34850443410504
165.2,-1.5,82508.1011189609,82.5081011189609
165.2,-0.5,82654.58751756867,82.65458751756867
165.2,0.5,82788.23970215389,82.78823970215389
165.2,1.5,82909.34356476051,82.9093435647605
165.2,2.5,83018.19370702232,83.01819370702232
165.2,3.5,83115.09233861993,83.11509233861993
165.2,4.5,83200.34819014774,83.20034819014774
165.2,5.5,83274.27544825099,83.27427544825099
165.2,6.5,83337.19271617943,83.33719271617943
165.2,7.5,83389.42200677478,83.38942200677478
165.2,8.5,83431.28777202278,83.43128777202278
165.2,9.5,83463.11597114976,83.46311597114976
165.3,-24.5,75114.94880643772,75.11494880643772
165.3,-23.5,75600.32222285632,75.60032222285632
165.3,-22.5,76070.86043558437,76.07086043558436
165.3,-21.5,76526.423624593,76.526423624593
165.3,-20.5,76966.89304543217,76.96689304543217
165.3,-19.5,77392.17150219501,77.39217150219501
165.3,-18.5,77802.18371077949,77.80218371077949
165.3,-17.5,78196.87655243262,78.19687655243261
165.3,-16.5,78576.21921689679,78.57621921689679
165.3,-15.5,78940.20323443823,78.94020323443823
165.3,-14.5,79288.84239642462,79.28884239642461
165.3,-13.5,79622.17256768186,79.62217256768186
165.3,-12.5,79940.25139145929,79.94025139145928
165.3,-11.5,80243.15789234386,80.24315789234386
165.3,-10.5,80530.99198036625,80.53099198036625
165.3,-9.5,80803.87386253256,80.80387386253257
